ID,Age,Height,Weight,Year,Event,F,M,Bronze,Gold,Silver,Medal_Earned,Olympic_Years,IEM,IEM_Bronze,IEM_Silver,IEM_Gold,ISM,ISM_Bronze,ISM_Silver,ISM_Gold,Opponents,OEM,OEM_Bronze,OEM_Silver,OEM_Gold,OSM,OSM_Bronze,OSM_Silver,OSM_Gold
5018,35.0,172.0,63.0,1972,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,1,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5018,39.0,172.0,63.0,1976,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,16.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5073,48.0,174.0,72.0,2004,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5271,37.0,178.0,76.0,1964,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
5271,44.0,178.0,76.0,1972,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,2.0,1.0,2.0,6.0,3.0,1.0,2.0
5374,29.0,180.0,67.0,1960,"Equestrianism Men's Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5573,34.0,161.0,60.0,1984,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
5690,41.0,183.0,82.0,2000,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
5715,25.0,185.0,73.0,1984,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5715,29.0,185.0,73.0,1988,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,2.0,0.0,1.0,4.0,2.0,0.0,2.0
5715,33.0,185.0,73.0,1992,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
5715,41.0,185.0,73.0,2000,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0
5788,39.0,176.0,65.0,2004,"Equestrianism Mixed Jumping, Individual",1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
5838,48.0,175.0,70.0,2008,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0
5934,25.0,170.0,57.0,2012,"Equestrianism Mixed Three-Day Event, Individual",1,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0
5934,29.0,170.0,57.0,2016,"Equestrianism Mixed Three-Day Event, Individual",1,0,0,0,0,0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,63.0,6.0,2.0,1.0,3.0,6.0,2.0,1.0,3.0
6057,34.0,166.0,62.0,1968,"Equestrianism Mixed Three-Day Event, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0
6302,24.0,180.0,70.5,1984,"Equestrianism Mixed Jumping, Individual",0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
